geneid	Chr	Start	End	Strand	Length	gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
sll1188	CHR	313705	314199	-	495	NA	542	848	2161	1791	376	833	644	561	5	3	7	5
sll1187	CHR	314255	315106	-	852	lgt	1072	1589	4089	3563	487	1527	1158	1055	6	5	9	2
sll1186	CHR	315134	315784	-	651	NA	284	373	2429	2136	362	1110	668	650	4	5	4	3
sll1185	CHR	315882	316904	-	1023	hemF	2955	4153	11379	9240	1079	3585	1680	1621	29	12	4	2
sll1184	CHR	317127	317849	-	723	NA	13248	13328	33486	34989	2074	8669	6578	3645	108	99	41	21
slr1307	CHR	317984	318571	+	588	NA	126	182	242	199	113	235	101	188	2	1	5	2
ssr1604	CHR	318661	318897	+	237	rpmB	7590	10900	14929	14566	767	4170	5882	3733	41	34	95	16
slr0962	CHR	319096	320529	+	1434	NA	5070	6890	9874	8663	1304	2614	3166	2327	18	22	30	12
ST6803t04	CHR	320582	320655	+	74	NA	68	76	118	94	3	33	56	61	0	2	2	1
sll0943	CHR	320785	321447	-	663	NA	485	651	613	371	180	354	150	352	1	3	6	0
slr0963	CHR	321699	323606	+	1908	sir	11143	12523	20220	16596	1019	2595	5270	3529	23	24	58	24
slr0964	CHR	323805	324731	+	927	NA	1771	3102	5335	3698	328	594	967	920	7	8	20	3
slr0965	CHR	324831	326006	+	1176	dnaN	2601	3603	4426	3708	340	737	891	931	9	5	15	6
slr0966	CHR	326150	326944	+	795	trpA	2277	2583	2514	2364	424	703	771	726	9	4	4	4
slr0967	CHR	327100	327552	+	453	NA	6323	9176	10861	9244	3402	5249	3896	2019	19	19	77	21
sll0939	CHR	327604	327981	-	378	NA	2031	2451	2817	2690	656	1340	612	381	8	7	17	9
sll0938	CHR	328006	329181	-	1176	NA	1445	1509	1845	1581	134	270	253	388	1	3	5	2
ssl1792	CHR	329222	329521	-	300	NA	73	91	124	120	7	40	39	45	1	0	1	0
sll0936	CHR	329555	331060	-	1506	NA	2465	3514	3585	2872	244	520	569	558	8	3	6	4
slr0969	CHR	331144	333027	+	1884	cobJ	1377	2196	1977	1557	405	822	804	1001	4	5	7	2
slr0971	CHR	333130	334485	+	1356	NA	1969	2342	2833	2363	530	1061	1364	907	14	19	30	15
sll0934	CHR	334568	335623	-	1056	aroF	26062	34541	44616	40824	1907	6527	11798	7374	43	55	111	43
sll0933	CHR	335819	336295	-	477	NA	7938	8297	11315	12589	497	1484	3509	2361	28	31	29	6
ssl1784	CHR	336313	336582	-	270	rpsO	8102	10899	14309	14543	350	2753	5576	3456	21	24	32	9
sll0932	CHR	336747	337760	-	1014	NA	868	1135	1071	950	272	529	344	562	5	5	3	1
sll0931	CHR	337861	338331	-	471	NA	2116	3707	3037	2120	184	416	557	392	7	3	3	1
sll0930	CHR	338503	339063	-	561	NA	1366	2403	2169	2023	174	401	466	455	7	5	3	3
sll0928	CHR	339140	339625	-	486	NA	11104	13010	20315	21736	4361	13620	12149	7585	45	47	67	21
sll0927	CHR	339737	340999	-	1263	metK	16124	16109	12733	12542	1164	4951	8111	3572	28	33	33	13
sll0926	CHR	341135	342139	-	1005	dusA	649	870	1009	869	172	416	398	373	7	4	6	2
sll0925	CHR	342151	342759	-	609	NA	348	414	558	604	278	637	637	700	4	4	3	1
slr0974	CHR	343026	343559	+	534	infC	5518	7523	5950	4777	334	993	1289	713	13	18	26	10
slr0975	CHR	343863	344720	+	858	NA	3272	3540	4223	3771	478	1037	1430	906	11	17	45	8
sll0924	CHR	344744	345298	-	555	NA	537	702	894	834	120	252	430	288	6	3	6	3
ST6803t05	CHR	345398	345470	+	73	NA	821	873	685	1012	29	1220	2964	2841	75	79	134	44
sll0923	CHR	345536	347806	-	2271	NA	4879	5478	6049	4934	1445	3615	5645	4260	64	58	143	41
slr0976	CHR	348701	349429	+	729	NA	663	710	899	768	187	483	375	424	9	5	26	8
slr0977	CHR	349468	350298	+	831	NA	724	1108	1005	727	440	917	569	996	1	4	5	2
slr0978	CHR	350479	350916	+	438	NA	442	410	495	439	456	1412	1549	963	8	9	23	1
slr0980	CHR	351036	351467	+	432	NA	252	274	362	348	293	512	540	451	6	3	5	3
slr0981	CHR	351538	352101	+	564	NA	938	899	1024	984	301	744	608	625	8	6	10	5
slr0982	CHR	352263	353555	+	1293	NA	1198	1900	1319	971	585	940	702	1183	8	4	7	6
slr0983	CHR	353552	354322	+	771	rfbF	1252	2415	1866	1284	387	789	548	751	5	6	8	4
slr0984	CHR	354323	355405	+	1083	rfbG	1125	1508	1324	1036	309	729	478	631	5	9	10	3
slr0985	CHR	355424	355993	+	570	NA	431	562	475	379	122	263	225	266	5	3	7	3
slr1610	CHR	355990	357210	+	1221	NA	762	1249	789	568	555	955	472	783	2	3	6	3
slr1611	CHR	357245	357697	+	453	NA	598	610	587	607	243	1196	1154	880	13	8	18	6
slr1612	CHR	357748	358608	+	861	NA	1502	2048	1647	1268	688	1689	1724	1324	16	11	31	9
slr1613	CHR	358760	359350	+	591	NA	900	1361	1182	856	339	1175	823	748	7	7	15	5
slr1614	CHR	359668	359973	+	306	NA	229	566	388	301	74	300	243	281	1	4	3	0
slr1615	CHR	360030	361166	+	1137	NA	1090	2109	898	625	332	629	398	652	4	2	5	4
slr1616	CHR	361163	362188	+	1026	NA	1182	2168	1603	1249	489	1358	1041	1008	7	6	13	3
slr1617	CHR	362185	363420	+	1236	NA	2355	3037	2664	1994	674	2300	2131	1752	11	10	15	11
slr1618	CHR	363490	364218	+	729	NA	937	1111	852	764	314	1106	1060	877	6	7	9	3
slr1619	CHR	364421	364996	+	576	NA	990	1082	1014	942	297	1155	1189	1062	2	4	9	3
slr1062	CHR	365274	365621	+	348	NA	551	630	653	612	98	293	363	277	8	0	6	3
slr1063	CHR	365716	367785	+	2070	NA	658	947	974	857	240	1205	1311	1428	10	6	10	1
slr1064	CHR	367807	368910	+	1104	NA	995	1368	1291	1171	197	679	586	792	2	4	6	3
slr1065	CHR	369149	370219	+	1071	NA	640	1073	1180	1030	192	710	712	814	5	2	6	0
slr1066	CHR	370285	371490	+	1206	NA	925	1372	1606	1304	194	567	615	815	9	7	8	4
slr1067	CHR	371487	372509	+	1023	galE	776	916	925	831	240	845	706	846	9	9	16	5
slr1068	CHR	372811	373167	+	357	NA	327	479	674	448	37	186	162	182	2	1	3	0
slr1069	CHR	373231	373644	+	414	NA	83	191	190	146	118	271	177	208	2	1	3	1
slr1070	CHR	373654	374511	+	858	NA	828	1406	1678	1190	96	427	251	359	5	3	2	1
slr1071	CHR	374646	375452	+	807	NA	610	973	1608	1421	217	738	685	896	2	3	0	1
slr1072	CHR	375470	376432	+	963	NA	808	1014	1895	1616	298	931	849	980	2	10	8	4
slr1073	CHR	376485	377639	+	1155	NA	467	595	924	780	148	610	451	757	5	2	6	1
slr1074	CHR	377719	378951	+	1233	NA	327	461	576	520	165	647	456	777	3	2	5	2
slr1076	CHR	380030	381175	+	1146	NA	586	717	1315	1170	275	864	904	946	1	5	6	2
slr1077	CHR	381177	382337	+	1161	NA	534	601	1262	1136	406	903	867	1064	7	1	13	1
ssr1765	CHR	382407	382646	+	240	NA	401	553	899	725	100	402	437	375	3	7	5	2
ssr1766	CHR	382643	382873	+	231	NA	477	714	1207	890	66	176	182	182	4	1	5	1
slr1078	CHR	382949	383266	+	318	NA	292	293	508	496	92	177	217	208	0	2	6	1
ssr1768	CHR	384050	384247	+	198	NA	99	154	181	171	44	130	127	124	2	2	3	1
slr1081	CHR	384343	384975	+	633	NA	577	753	1017	744	378	724	697	697	7	7	11	8
slr1082	CHR	384980	385390	+	411	NA	637	661	1162	891	356	897	1226	837	5	14	14	5
slr1083	CHR	385467	386012	+	546	NA	461	468	734	716	184	508	565	604	6	5	14	2
slr1084	CHR	386177	386617	+	441	NA	229	297	482	436	77	228	246	191	3	5	4	4
slr1085	CHR	386681	387955	+	1275	NA	1156	1460	2201	1982	309	599	530	658	6	6	5	2
slr1087	CHR	388065	389201	+	1137	NA	763	960	1325	1221	259	450	482	516	6	4	9	4
sll1025	CHR	389175	390353	-	1179	NA	2178	2828	4076	3742	264	692	1289	793	11	11	26	7
ssl1972	CHR	390353	390634	-	282	NA	1718	2531	3983	3816	235	858	1605	942	5	8	19	3
sll1024	CHR	390905	391840	-	936	NA	777	899	1032	1011	180	403	359	399	2	3	7	1
sll1023	CHR	391899	393104	-	1206	NA	1759	2776	3126	2669	331	702	772	663	6	7	14	0
sll1022	CHR	393121	393849	-	729	NA	1982	3118	3557	3148	531	1177	1300	999	18	22	40	18
sll1021	CHR	393996	396017	-	2022	NA	1253	1563	2608	1916	1664	1849	893	1142	16	15	16	9
sll1020	CHR	396057	396878	-	822	NA	366	576	784	474	256	496	316	431	1	5	4	0
slr1090	CHR	397037	398143	+	1107	obgE	2445	4543	4521	2022	509	798	887	861	6	6	10	2
sll1019	CHR	398441	399214	-	774	gloB	2071	2700	1888	1728	263	539	509	501	5	6	10	5
sll1018	CHR	399275	400600	-	1326	NA	1276	1740	1513	1373	258	526	629	642	4	9	11	1
sll1017	CHR	400720	402048	-	1329	NA	1232	2104	560	452	315	608	1417	921	7	5	11	3
slr1400	CHR	402290	403432	+	1143	NA	1484	1709	1866	1445	593	1324	1283	1030	14	9	18	8
slr0670	CHR	403552	404427	+	876	NA	1679	1747	2904	2845	673	1960	1756	1572	10	6	17	3
sll0656	CHR	404545	410184	-	5640	NA	1040	1181	1326	1121	966	2198	995	2068	8	7	14	10
sll0654	CHR	410315	414544	-	4230	NA	829	971	1209	964	604	1316	662	1240	11	9	13	3
slr0676	CHR	414871	415404	+	534	cysC	4384	5892	5284	4629	170	401	558	472	3	5	5	2
slr0677	CHR	415562	416245	+	684	NA	2172	2432	2255	2111	242	435	724	441	10	8	27	7
slr0678	CHR	416356	417165	+	810	NA	3609	3790	4189	3524	266	596	725	650	12	9	15	2
slr0679	CHR	417201	418541	+	1341	rsmB	2001	2536	2420	2231	568	1253	1420	1039	10	10	15	4
slr0681	CHR	419161	420264	+	1104	NA	1455	2337	4343	3494	631	1147	1321	1222	5	8	10	7
slr0682	CHR	420502	421731	+	1230	NA	708	993	1180	838	479	782	835	724	0	4	7	2
sll0649	CHR	422772	423479	-	708	NA	1056	1697	1353	596	153	316	336	293	1	3	6	0
sll0648	CHR	423490	424566	-	1077	NA	2045	3729	3488	2187	752	1420	1544	1316	10	15	27	7
sll0647	CHR	424694	425464	-	771	NA	1047	1180	1313	1181	280	597	715	631	6	5	9	5
sll0646	CHR	425468	427738	-	2271	NA	2535	3205	2559	2069	459	870	1615	1057	13	9	23	7
sll0645	CHR	427777	428544	-	768	NA	947	1240	1213	1299	285	700	1494	748	8	8	11	3
sll0644	CHR	428619	429614	-	996	NA	145	213	223	214	159	268	145	384	1	1	3	1
slr0686	CHR	429810	430169	+	360	NA	336	478	623	555	73	258	168	169	1	2	2	2
sll0643	CHR	430424	431044	-	621	ureG	1165	1684	1881	1452	245	849	954	902	1	5	8	2
slr0687	CHR	431350	432795	+	1446	NA	436	562	481	403	255	442	463	632	5	6	15	3
sll0641	CHR	432779	434308	-	1530	NA	712	922	1062	947	338	903	811	749	5	4	7	5
sll0640	CHR	434320	436158	-	1839	NA	1343	1693	1645	1404	492	1291	988	878	4	10	9	2
slr0688	CHR	436234	437265	+	1032	csaB	732	939	1023	788	171	343	360	373	3	6	7	1
ssr1155	CHR	437705	437908	+	204	NA	829	942	1313	1292	289	684	297	278	3	8	13	4
slr0689	CHR	437922	439118	+	1197	NA	4230	5599	6191	4932	252	737	359	486	18	12	33	6
sll0639	CHR	439184	440437	-	1254	NA	1443	1747	2144	2003	621	1506	2155	1374	10	10	26	11
sll0638	CHR	440610	441986	-	1377	NA	1514	1622	2439	2458	340	695	605	657	11	5	11	0
slr0692	CHR	442164	443933	+	1770	NA	1702	2329	2728	2509	829	1524	2065	1628	8	9	20	5
sll0635	CHR	443913	444944	-	1032	NA	2158	3417	3544	2591	258	581	573	582	6	8	9	1
sll0634	CHR	445061	445924	-	864	NA	2549	3320	3302	3016	147	454	624	407	6	9	11	7
ST6803t06	CHR	446106	446179	+	74	NA	184	219	388	465	241	2863	3005	1331	4	6	9	1
slr0695	CHR	446230	446751	+	522	NA	3068	3401	5270	5151	470	1218	1719	995	17	15	18	5
slr1590	CHR	446807	447694	+	888	NA	4267	5818	9258	7787	727	1855	3039	1748	8	10	19	4
slr1591	CHR	447831	448979	+	1149	NA	529	685	994	843	151	309	238	363	0	1	0	0
slr1592	CHR	449088	450041	+	954	NA	153	181	225	186	141	234	134	315	3	3	3	3
slr1593	CHR	450740	451651	+	912	NA	1999	2504	964	815	337	693	1831	1131	12	9	32	8
slr1594	CHR	451735	452922	+	1188	NA	1738	2340	847	703	129	397	1126	628	5	3	34	8
slr1595	CHR	453214	454446	+	1233	NA	395	540	395	282	210	472	260	431	3	6	10	5
sll1516	CHR	454712	456793	-	2082	NA	1937	2621	4115	3070	420	871	709	806	9	8	10	1
slr1596	CHR	456975	458297	+	1323	NA	247	298	417	407	174	555	305	509	1	3	5	2
sll1515	CHR	458408	458857	-	450	NA	1960	2549	14459	13988	1983	6377	585	1356	262	281	501	155
slr1597	CHR	459200	460096	+	897	NA	793	1105	715	655	137	322	243	378	2	4	1	0
sll1514	CHR	460250	460690	-	441	NA	2609	3652	3365	3137	308	746	345	357	17	16	234	59
sll1513	CHR	460956	461960	-	1005	ccsB	3237	3964	5339	4633	622	1459	2057	1391	18	18	64	10
sll1512	CHR	462147	462554	-	408	NA	547	670	778	753	145	293	285	200	13	3	10	2
slr1598	CHR	462809	463678	+	870	lipA	1099	1483	1552	1602	227	617	818	604	2	2	6	2
sll1511	CHR	463690	464307	-	618	NA	521	608	659	512	105	235	136	253	2	0	1	1
sll1510	CHR	464437	465177	-	741	NA	156	195	166	155	78	265	234	196	0	2	3	2
sll1509	CHR	465232	465561	-	330	NA	71	153	99	92	72	127	87	189	0	2	2	1
slr1599	CHR	465750	466493	+	744	NA	1432	2267	2606	2088	425	822	1111	815	5	9	7	2
slr1600	CHR	466588	467037	+	450	NA	2064	2479	4046	3615	614	2632	3611	2013	9	16	5	1
smr0005	CHR	467201	467296	+	96	psaM	1508	1741	4534	4259	376	1722	1350	690	79	97	30	6
slr1601	CHR	467436	467813	+	378	NA	1410	1501	1722	1543	381	753	1302	840	1	4	9	5
sll1508	CHR	467836	468666	-	831	lpxC	893	1201	1265	1107	267	623	773	689	4	2	5	0
sll1507	CHR	469001	469531	-	531	NA	670	936	785	622	226	560	444	522	3	4	21	2
slr1603	CHR	469592	470914	+	1323	NA	2102	3449	2763	2105	577	1133	1134	1006	15	15	35	18
slr1604	CHR	471080	472930	+	1851	ftsH3	43709	55095	39426	31657	3068	8472	10182	6862	86	76	602	161
ssl2923	CHR	473953	474204	-	252	NA	36	68	85	100	28	118	104	112	1	0	1	1
ssl2922	CHR	474205	474432	-	228	NA	99	99	137	130	48	194	133	196	0	0	1	1
ssl2920	CHR	474789	475007	-	219	NA	55	92	102	88	40	164	96	176	0	1	1	0
sll1505	CHR	475110	475445	-	336	NA	80	117	110	95	37	133	101	117	0	0	1	0
sll1504	CHR	475435	475743	-	309	NA	219	273	267	223	49	153	110	146	0	0	0	0
sll1503	CHR	475873	477399	-	1527	NA	783	946	851	780	180	946	1280	1017	16	16	26	5
sll1502	CHR	477668	482320	-	4653	gltB	7598	9197	14603	11888	3092	6052	6442	5255	33	28	109	39
slr1608	CHR	483326	484564	+	1239	NA	1084	1407	1171	1053	215	390	681	484	12	7	25	6
sll1501	CHR	484799	486247	-	1449	cobB	662	780	776	852	661	5922	10509	3928	12	28	31	14
sll1500	CHR	486244	487353	-	1110	NA	424	718	666	502	89	197	175	267	1	2	0	2
slr1609	CHR	487467	489377	+	1911	NA	1992	2333	2309	2180	443	979	945	1014	4	7	18	2
slr1041	CHR	489722	490888	+	1167	NA	761	814	985	946	380	912	838	801	3	4	9	7
slr1042	CHR	491084	491449	+	366	NA	1463	1742	1957	1636	363	573	695	439	7	10	15	5
slr1043	CHR	491496	492059	+	564	NA	2064	2371	2862	2675	270	591	1166	629	14	7	12	5
slr1044	CHR	492130	494739	+	2610	NA	6758	8208	9917	9276	1184	3003	4848	3445	37	40	44	19
slr1045	CHR	494828	495619	+	792	NA	845	1331	1348	1109	147	405	494	457	6	2	10	4
slr1046	CHR	495749	496006	+	258	NA	258	357	444	326	76	207	199	177	3	1	2	0
slr1047	CHR	496450	497844	+	1395	NA	509	709	876	733	290	754	528	686	6	5	3	2
slr1048	CHR	498076	501096	+	3021	sbcC	565	737	734	650	450	1415	1065	1350	6	9	12	3
sll1011	CHR	501178	501966	-	789	NA	588	731	843	472	543	1001	901	1151	6	3	6	3
ssr1736	CHR	502042	502215	+	174	rpmF	2366	3453	5182	5438	187	933	1733	950	7	11	10	4
slr1050	CHR	502314	503747	+	1434	NA	3993	6377	7750	7314	230	590	644	712	15	12	17	6
slr1051	CHR	503943	504719	+	777	fabI	2598	4106	4494	3326	383	901	1368	916	5	2	6	1
slr1052	CHR	504755	505267	+	513	NA	2335	2441	3401	2585	103	247	351	284	2	2	6	4
slr1053	CHR	505356	506159	+	804	NA	753	909	1026	961	177	374	245	374	4	2	5	0
sll1009	CHR	506252	508027	-	1776	NA	7010	9156	36343	26416	13225	13740	11320	12319	80	90	59	23
slr1055	CHR	508515	512510	+	3996	NA	14350	14408	24588	21327	2061	6190	5935	4112	79	58	174	42
slr1056	CHR	512615	514633	+	2019	NA	408	555	749	609	289	1510	1197	948	6	5	10	6
sll1006	CHR	514847	515926	-	1080	NA	444	506	506	364	258	600	340	586	4	0	2	0
sll1005	CHR	516088	516897	-	810	mazG	411	508	613	616	169	355	284	382	2	1	2	1
sll1004	CHR	517027	518211	-	1185	NA	768	1219	1097	691	183	353	241	479	3	1	2	0
sll1003	CHR	518287	520272	-	1986	NA	281	369	369	309	204	522	255	495	4	4	6	1
sll1002	CHR	521483	522853	-	1371	NA	683	840	768	621	222	525	451	671	7	0	2	2
sll1001	CHR	523016	523798	-	783	NA	1186	1636	1198	852	114	217	308	277	1	3	1	0
ssl1918	CHR	523821	524093	-	273	NA	1734	3066	2378	1507	157	327	539	405	3	2	9	0
slr1753	CHR	524382	529595	+	5214	NA	3003	3987	4133	3028	1318	2409	1492	2416	23	24	46	12
slr1755	CHR	529735	530688	+	954	NA	1198	1628	1683	1731	180	437	795	613	1	3	2	2
sll1647	CHR	530717	531235	-	519	NA	553	500	618	570	89	227	238	308	3	1	11	2
slr1756	CHR	531446	532867	+	1422	glnA	33966	29588	34292	27127	2528	10321	23084	9591	17	26	56	14
slr1759	CHR	533113	537474	+	4362	NA	415	529	532	488	531	1005	446	1135	2	5	9	4
slr1760	CHR	537471	538418	+	948	NA	446	635	982	653	159	305	244	318	3	2	4	4
slr1761	CHR	538415	539020	+	606	NA	4800	5641	8410	7218	725	2244	2743	1863	20	18	11	4
sll1643	CHR	539288	539854	-	567	NA	1640	1810	3389	3217	235	581	695	478	6	3	10	3
slr1762	CHR	540011	540763	+	753	NA	790	1001	2109	1704	138	280	269	238	3	1	4	0
slr1763	CHR	540863	542065	+	1203	NA	2971	3898	3515	3517	289	849	1265	1175	3	2	11	3
sll1642	CHR	542105	542596	-	492	NA	110	162	133	100	54	170	67	103	1	0	2	1
slr1764	CHR	542803	543342	+	540	NA	495	951	1035	727	111	321	187	231	4	2	3	2
sll1641	CHR	543468	544871	-	1404	NA	1879	2713	3421	2752	409	1217	933	807	6	9	18	2
ssr2962	CHR	545029	545253	+	225	NA	97	106	118	121	96	194	112	236	0	0	1	1
slr1767	CHR	545250	545588	+	339	NA	98	108	151	138	42	161	83	76	1	1	0	3
sll1640	CHR	545591	546556	-	966	NA	602	797	1055	1059	142	395	472	406	3	5	0	1
sll1639	CHR	546553	547365	-	813	NA	2125	2665	4678	4206	328	1061	1331	783	8	10	8	5
sll1638	CHR	547425	547874	-	450	psbQ	3791	3418	8412	7395	949	2671	2889	1840	22	22	11	6
slr1768	CHR	548236	549132	+	897	NA	350	389	549	575	391	654	467	607	1	3	11	0
sll1636	CHR	549129	549701	-	573	NA	191	196	246	244	171	337	214	293	3	1	2	0
slr1770	CHR	549994	550329	+	336	NA	122	164	152	137	58	186	54	127	14	4	13	7
slr1771	CHR	550533	552170	+	1638	NA	668	941	1419	1198	238	519	185	466	6	13	17	2
sll1635	CHR	552220	552867	-	648	thyX	713	962	1673	1498	181	373	231	322	8	1	2	2
sml0005	CHR	553065	553202	-	138	NA	676	1166	1978	1913	121	483	596	395	13	17	18	8
sll1752	CHR	553297	554019	-	723	NA	2107	2896	1153	782	171	357	1552	513	5	4	19	13
ssr3122	CHR	554289	554546	+	258	NA	755	939	931	835	87	206	370	238	1	3	6	1
slr1846	CHR	554727	555050	+	324	grxD	1779	3251	3942	3833	165	510	2513	1011	10	4	16	4
slr1847	CHR	555262	555606	+	345	NA	1456	1666	1683	1782	463	1866	4654	2330	4	7	13	4
slr1848	CHR	555642	556946	+	1305	hisD	4190	5377	6021	4293	577	1399	2416	1425	9	26	39	8
slr1849	CHR	557423	558979	+	1557	NA	525	924	1134	716	283	594	406	685	3	3	6	0
sll1751	CHR	559015	559350	-	336	NA	267	304	350	280	86	186	169	215	1	1	2	0
sll1750	CHR	559461	561170	-	1710	ureC	2961	4073	5069	3392	620	1489	1750	1219	17	9	30	6
sll1749	CHR	561188	561658	-	471	NA	693	817	1026	873	287	597	739	612	5	1	3	4
sll1749a	CHR	561709	561963	-	255	NA	399	667	814	735	174	325	491	318	5	5	13	2
slr1851	CHR	562557	563045	+	489	NA	861	1567	1552	620	683	902	396	466	6	11	20	5
ssr3129	CHR	563138	563290	+	153	NA	230	271	352	282	121	218	118	133	5	1	2	0
sll1946	CHR	563448	565925	-	2478	NA	1367	1819	2408	2007	409	945	683	909	5	4	7	5
slr2032	CHR	566059	566805	+	747	NA	10946	12321	19326	18138	920	2461	3177	2034	24	42	61	7
sll1945	CHR	566983	568905	-	1923	dxs	14929	22049	32661	28630	2182	5730	8120	5466	42	45	130	44
slr2033	CHR	569141	569488	+	348	NA	2136	1924	2829	2539	271	985	1646	1004	26	6	23	4
slr2034	CHR	569544	570572	+	1029	NA	6844	9025	13108	9029	1242	2825	5286	2775	27	13	67	23
ssr3451	CHR	570658	570903	+	246	psbE	4227	5420	9888	9081	1295	5287	5290	3101	29	25	39	14
smr0006	CHR	570940	571074	+	135	psbF	1446	2483	4471	4753	1427	5137	5367	3932	28	15	28	8
smr0007	CHR	571084	571203	+	120	NA	3898	7631	12645	11013	1346	4765	4920	3089	29	32	44	12
smr0008	CHR	571236	571355	+	120	NA	1441	2901	4958	4469	212	329	602	294	35	22	47	14
slr2035	CHR	571440	572567	+	1128	proB	588	638	876	819	188	352	315	419	3	5	4	2
slr2036	CHR	573494	574510	+	1017	NA	55	80	75	59	47	206	73	103	2	2	0	0
slr2037	CHR	574592	575464	+	873	NA	73	86	68	61	149	316	99	245	0	0	0	0
slr2038	CHR	575477	576127	+	651	NA	177	273	258	178	82	212	133	227	4	1	3	1
sll1942	CHR	576139	576870	-	732	NA	742	722	758	601	148	387	372	381	13	8	15	3
sll1941	CHR	576934	579696	-	2763	NA	1671	1852	2190	1927	492	1089	554	1047	3	5	15	3
slr2041	CHR	579787	580194	+	408	NA	470	511	737	583	236	407	493	314	4	4	14	4
slr2042	CHR	580228	581055	+	828	NA	859	1005	1228	1085	165	354	418	393	8	3	8	1
sll1940	CHR	581052	581474	-	423	NA	460	516	816	715	142	203	161	202	1	3	9	1
sll1939	CHR	581518	582162	-	645	NA	813	859	1066	1004	462	844	1902	1095	13	18	21	6
ssr3465	CHR	582238	582477	+	240	NA	570	668	755	552	63	162	804	400	1	3	12	2
sll1938	CHR	582481	583092	-	612	NA	625	750	979	781	208	423	506	436	8	5	13	7
sll1937	CHR	583157	583573	-	417	NA	265	245	473	530	77	201	125	169	8	4	12	5
slr2043	CHR	583680	584696	+	1017	NA	606	640	1155	1290	290	651	419	353	0	1	3	1
slr2044	CHR	584710	585543	+	834	NA	571	734	1166	916	146	322	226	236	2	0	6	0
slr2045	CHR	585497	586342	+	846	NA	287	454	445	322	178	354	275	390	3	2	5	2
ssr3467	CHR	586858	587145	+	288	NA	176	285	245	270	55	191	137	150	1	2	1	0
slr2046	CHR	587228	593125	+	5898	NA	6172	7483	9397	8044	3417	9136	8924	7193	43	38	123	34
slr2047	CHR	593257	594243	+	987	NA	889	1247	1446	1092	154	302	280	331	3	6	10	0
slr2048	CHR	594454	595650	+	1197	NA	1532	1846	4000	3107	287	858	174	433	9	5	7	2
slr2049	CHR	595733	596311	+	579	NA	2010	2645	5618	4937	420	1507	1045	620	8	5	17	5
slr2051	CHR	596498	597247	+	750	NA	14694	18545	63697	56458	4352	16696	11317	7461	450	434	230	66
slr2052	CHR	597591	598487	+	897	NA	1513	1962	1893	1589	927	1461	2127	1529	20	18	11	11
sll1934	CHR	598484	598930	-	447	NA	284	396	394	359	140	226	256	259	5	5	18	4
slr2053	CHR	599062	599913	+	852	NA	1030	1590	1845	1898	226	588	890	677	5	4	2	0
sll1933	CHR	599910	600833	-	924	NA	1308	1592	1963	1771	289	656	713	613	2	4	5	1
sll1932	CHR	600942	603257	-	2316	dnaK	5985	8971	10207	8103	1161	2435	3108	2356	26	19	44	9
sll1931	CHR	603443	604726	-	1284	NA	7680	8169	15424	16533	1693	5412	7824	5465	53	40	75	36
sll1929	CHR	606465	608594	-	2130	NA	531	520	548	460	320	730	696	845	8	8	11	10
slr1906	CHR	609469	610053	+	585	NA	89	83	96	81	99	203	101	237	7	2	9	1
slr1907	CHR	610053	610487	+	435	NA	261	296	337	308	58	154	144	181	2	2	7	3
slr1908	CHR	611057	612832	+	1776	NA	130789	139979	47115	42810	2502	8405	43816	21694	324	320	1037	293
slr1909	CHR	613102	613743	+	642	NA	998	1168	996	941	184	424	590	540	4	2	5	3
slr1910	CHR	613801	614817	+	1017	NA	1286	1741	1307	1057	125	256	351	389	1	0	4	1
slr1911	CHR	614841	615269	+	429	NA	1592	2428	1938	1232	124	214	454	316	6	9	11	3
sll1837	CHR	615266	615703	-	438	NA	2034	3304	2304	1540	228	406	1217	693	6	8	11	4
slr1912	CHR	615968	616324	+	357	NA	626	762	419	349	80	226	739	433	3	3	4	1
slr1913	CHR	616456	616809	+	354	NA	594	726	551	495	121	285	297	303	3	2	2	4
slr1914	CHR	616912	617178	+	267	NA	329	320	269	218	18	56	61	51	2	3	4	0
sll1835	CHR	617390	618109	-	720	NA	1333	1646	1561	1489	485	1674	1460	1166	8	12	14	4
sll1834	CHR	618311	618694	-	384	NA	312	295	287	248	86	237	154	192	3	2	5	0
slr1915	CHR	619215	619529	+	315	NA	1433	2224	1776	1573	411	863	379	305	7	12	32	7
slr1916	CHR	619618	620469	+	852	NA	1486	1914	1882	1564	332	663	645	682	4	10	28	6
slr1917	CHR	620560	621468	+	909	NA	893	1031	1287	1136	339	566	672	617	4	7	26	12
slr1918	CHR	621618	622247	+	630	NA	3335	4258	5166	4731	407	1094	1379	1025	18	19	50	17
sll1833	CHR	622300	624123	-	1824	NA	3193	4150	4509	3587	589	1085	1111	1067	13	15	44	12
sll1832	CHR	624136	624594	-	459	NA	1145	1091	1312	1082	347	721	1149	729	14	19	21	7
sll1831	CHR	624899	626281	-	1383	NA	878	914	2255	1930	210	482	539	622	4	2	5	3
sll1830	CHR	626349	627425	-	1077	NA	1374	2405	11125	8905	696	1996	1843	1424	7	11	1	2
slr1919	CHR	627572	629272	+	1701	NA	1486	1763	1874	1640	634	1433	1613	1486	16	14	44	9
slr1920	CHR	629398	630504	+	1107	NA	696	948	991	871	192	599	655	698	4	3	6	1
